rank,word,pos,gender,ko,freq,cum_pct,region,cefr
1308,الجسم,,,"몸, 신체",,,Top2000,
1309,الجهاز,,,"기계, 장치",,,Top2000,
1310,السادس,,,여섯 번째,,,Top2000,
1311,الفرنسي,,,프랑스의 (남성형),,,Top2000,
1312,الفضاء,,,"우주, 공간",,,Top2000,
1313,المجال,,,"분야, 영역",,,Top2000,
1314,المشاكل,,,문제들,,,Top2000,
1315,المهم,,,중요한 것,,,Top2000,
1316,بحاجة,,,필요한,,,Top2000,
1317,بصورة,,,"~한 방식으로, ~하게",,,Top2000,
1318,تصبح,,,~이 되다,,,Top2000,
1319,تعني,,,의미하다,,,Top2000,
1320,حاول,,,"시도하다, 노력하다",,,Top2000,
1321,حجم,,,크기,,,Top2000,
1322,رائعة,,,멋지다 여성,,,Top2000,
1323,شاب,,,"청년, 젊은이",,,Top2000,
1324,صفحة,,,"페이지, 면",,,Top2000,
1325,قيادة,,,"리더십, 운전",,,Top2000,
1326,للجميع,,,모두에게,,,Top2000,
1327,محطة,,,"역, 스테이션",,,Top2000,
1328,مدة,,,"기간, 동안",,,Top2000,
1329,مهم,,,중요한,,,Top2000,
1330,ناحية,,,"방향, 측면",,,Top2000,
1331,نريد,,,우리는 원한다,,,Top2000,
1332,نور,,,"빛, 누르 (이름)",,,Top2000,
1333,وصف,,,"묘사, 설명",,,Top2000,
1334,يسمى,,,"불리다, 이름 지어지다",,,Top2000,
1335,يقولون,,,그들이 말하다,,,Top2000,
1336,to,,,to (영어 전치사),,,Top2000,
1337,أعرف,,,알다,,,Top2000,
1338,أكون,,,"되다, 이다",,,Top2000,
1339,إنهم,,,그들은,,,Top2000,
1340,ارتفاع,,,"상승, 높이",,,Top2000,
1341,ال00,,,00번째 (정관사+숫자),,,Top2000,
1342,الأبيض,,,"하얀, 흰색",,,Top2000,
1343,الأفلام,,,영화들,,,Top2000,
1344,الرابعة,,,네 번째(여성형),,,Top2000,
1345,الصوت,,,"소리, 목소리",,,Top2000,
1346,العظيم,,,"위대한, 대단한",,,Top2000,
1347,القدس,,,예루살렘,,,Top2000,
1348,القضاء,,,"사법, 재판, 판결",,,Top2000,
1349,القوى,,,"세력, 힘들",,,Top2000,
1350,اللقاء,,,만남,,,Top2000,
1351,المغربية,,,모로코의 (여성형),,,Top2000,
1352,انهم,,,그들은,,,Top2000,
1353,اني,,,내가,,,Top2000,
1354,بالقرب,,,"가까이, 근처에",,,Top2000,
1355,بالله,,,신에 맹세코,,,Top2000,
1356,بغداد,,,바그다드,,,Top2000,
1357,بنفس,,,같은 ~로,,,Top2000,
1358,تحرير,,,"해방, 편집",,,Top2000,
1359,جريمة,,,범죄,,,Top2000,
1360,حديث,,,"새로운, 대화",,,Top2000,
1361,رفض,,,거절하다,,,Top2000,
1362,عمله,,,"그의 일, 그의 직업",,,Top2000,
1363,عنوان,,,"주소, 제목",,,Top2000,
1364,فإذا,,,만약 ~라면 (접속사),,,Top2000,
1365,قاعدة,,,"규칙, 기지, 토대",,,Top2000,
1366,قراءة,,,"읽기, 독서",,,Top2000,
1367,قطاع,,,"부문, 지구, 구역",,,Top2000,
1368,كلية,,,"대학, 단과대학, 신장",,,Top2000,
1369,لأول,,,처음으로,,,Top2000,
1370,مسلم,,,"무슬림, 이슬람교도",,,Top2000,
1371,مكافحة,,,"투쟁, 대처",,,Top2000,
1372,نشرت,,,"출판했다, 게재했다 (여성/1인칭)",,,Top2000,
1373,نظرا,,,~을 고려하여 (부사),,,Top2000,
1374,واحدا,,,하나,,,Top2000,
1375,وقع,,,"발생하다, 떨어지다, 서명하다",,,Top2000,
1376,يصبح,,,~이 되다,,,Top2000,
1377,أجهزة,,,"기기들, 장치들",,,Top2000,
1378,الحسن,,,"하산 (남자 이름), 좋은",,,Top2000,
1379,الديمقراطية,,,"민주주의, 민주적인",,,Top2000,
1380,السوق,,,시장,,,Top2000,
1381,الفرق,,,"차이, 그룹",,,Top2000,
1382,الوحيدة,,,유일한,,,Top2000,
1383,بهدف,,,~목적으로 (전치사구),,,Top2000,
1384,تجاه,,,~을 향하여,,,Top2000,
1385,تدخل,,,"들어가다, 개입",,,Top2000,
1386,ترك,,,"떠나다, 남기다",,,Top2000,
1387,تسجيل,,,"기록, 등록, 녹음",,,Top2000,
1388,جي,,,제이,,,Top2000,
1389,حلب,,,알레포,,,Top2000,
1390,دين,,,"종교, 빚",,,Top2000,
1391,سياسي,,,"정치적인, 정치인 (남성형)",,,Top2000,
1392,شي,,,"것, 어떤 것",,,Top2000,
1393,صناعة,,,"산업, 제조",,,Top2000,
1394,صنع,,,"만들기, 만들다",,,Top2000,
1395,ع,,,"아인 (아랍어 글자), ~에 (구어 전치사)",,,Top2000,
1396,فان,,,"왜냐하면, 밴 (차)",,,Top2000,
1397,قل,,,말해라,,,Top2000,
1398,لبعض,,,"일부에게, 서로",,,Top2000,
1399,مدريد,,,마드리드,,,Top2000,
1400,مصطفى,,,무스타파 (남자 이름),,,Top2000,
1401,وأيضا,,,그리고 또한 (접속사구),,,Top2000,
1402,يجري,,,"일어나다, 달리다",,,Top2000,
1403,يحب,,,"좋아하다, 사랑하다",,,Top2000,
1404,t,,,t (영어 알파벳),,,Top2000,
1405,أحدهم,,,"그들 중 하나, 누군가",,,Top2000,
1406,أمن,,,"안전, 보안",,,Top2000,
1407,إنتاج,,,"생산, 제작",,,Top2000,
1408,إنما,,,"오직, 다만 (접속사)",,,Top2000,
1409,الأحيان,,,"때들, 때때로",,,Top2000,
1410,الأسد,,,"사자, 아사드 (이름)",,,Top2000,
1411,الإرهاب,,,테러리즘,,,Top2000,
1412,الاقتصاد,,,경제,,,Top2000,
1413,الجمعية,,,"협회, 총회",,,Top2000,
1414,الحد,,,"한계, 경계",,,Top2000,
1415,الرياضية,,,"스포츠의, 운동의",,,Top2000,
1416,الشعور,,,"감정, 느낌",,,Top2000,
1417,الطبية,,,"의학의, 의료의",,,Top2000,
1418,العراقية,,,이라크의 (여성형),,,Top2000,
1419,العنف,,,폭력,,,Top2000,
1420,القمر,,,달,,,Top2000,
1421,الكرة,,,공,,,Top2000,
1422,المتعلقة,,,관련된 (여성형),,,Top2000,
1423,المحلي,,,"지역의, 국내의 (남성형)",,,Top2000,
1424,المدني,,,"민간의, 시민의 (남성형)",,,Top2000,
1425,المعروف,,,"알려진, 유명한",,,Top2000,
1426,المهمة,,,"임무, 중요한(여)",,,Top2000,
1427,بطولة,,,"선수권, 토너먼트, 영웅적 행위",,,Top2000,
1428,تجربة,,,"경험, 실험",,,Top2000,
1429,ترجمة,,,번역,,,Top2000,
1430,تسبب,,,"야기하다, 원인이 되다",,,Top2000,
1431,تشير,,,"가리키다, 신호하다",,,Top2000,
1432,خصوصا,,,특히 (부사),,,Top2000,
1433,دقائق,,,분들,,,Top2000,
1434,زال,,,"여전히, 사라졌다",,,Top2000,
1435,قائلا,,,말하면서 (부사적 분사),,,Top2000,
1436,قدمت,,,"제공했다, 왔다",,,Top2000,
1437,قصص,,,이야기들,,,Top2000,
1438,كلنا,,,우리 모두,,,Top2000,
1439,لصالح,,,"~을 위해, ~의 이익을 위해",,,Top2000,
1440,لعام,,,~년에 (전치사구),,,Top2000,
1441,لفترة,,,한동안,,,Top2000,
1442,مر,,,"지나갔다, 쓴맛",,,Top2000,
1443,مصرية,,,이집트의 (여성형),,,Top2000,
1444,معينة,,,특정한 (여성형),,,Top2000,
1445,مقتل,,,"살해, 죽음",,,Top2000,
1446,منكم,,,너희들 중에서,,,Top2000,
1447,موقف,,,"상황, 입장, 주차장",,,Top2000,
1448,نظرة,,,"시선, 한 번 봄",,,Top2000,
1449,وقعت,,,"떨어졌다, 일어났다, 서명했다",,,Top2000,
1450,ويمكن,,,그리고 ~할 수 있다 (접속사+동사),,,Top2000,
1451,يريدون,,,그들이 원하다,,,Top2000,
1452,يقع,,,"위치하다, 떨어지다",,,Top2000,
1453,أحداث,,,"사건들, 사태들",,,Top2000,
1454,الباب,,,문,,,Top2000,
1455,الخدمات,,,서비스들,,,Top2000,
1456,السفر,,,여행,,,Top2000,
1457,السيدة,,,"여사, 부인",,,Top2000,
1458,الطبيعية,,,"자연의, 자연적인 (여성형)",,,Top2000,
1459,العلماء,,,"학자들, 과학자들",,,Top2000,
1460,العمال,,,노동자들,,,Top2000,
1461,القول,,,"말, 발언",,,Top2000,
1462,اللبنانية,,,레바논의 (여성형),,,Top2000,
1463,المسجد,,,"모스크, 이슬람 사원",,,Top2000,
1464,الملكية,,,"왕실의, 소유권 (여성형)",,,Top2000,
1465,بإذن,,,~의 허락으로 (전치사구),,,Top2000,
1466,بالكامل,,,"완전히, 전부",,,Top2000,
1467,بعدما,,,~한 후에,,,Top2000,
1468,بكثير,,,"훨씬, 많이",,,Top2000,
1469,بيانات,,,"데이터, 자료",,,Top2000,
1470,تمثل,,,"대표하다, 표현하다",,,Top2000,
1471,جيش,,,군대,,,Top2000,
1472,زوجته,,,그의 아내,,,Top2000,
1473,سن,,,"나이, 이",,,Top2000,
1474,شاهد,,,"보았다, 목격자",,,Top2000,
1475,شديد,,,"강한, 심한",,,Top2000,
1476,طرف,,,"끝, 가장자리, 측",,,Top2000,
1477,ظهرت,,,나타났다,,,Top2000,
1478,عهد,,,"시대, 약속, 서약",,,Top2000,
1479,كريم,,,"친절한, 관대한",,,Top2000,
1480,لان,,,왜냐하면,,,Top2000,
1481,موجودة,,,"존재하는, 있는(여)",,,Top2000,
1482,نجد,,,우리는 찾다,,,Top2000,
1483,يبلغ,,,"도달하다, 이르다",,,Top2000,
1484,يذكر,,,"언급하다, 기억하다",,,Top2000,
1485,أبناء,,,"아들들, 자녀들",,,Top2000,
1486,أحبك,,,너를 사랑한다,,,Top2000,
1487,إما,,,~이거나,,,Top2000,
1488,اثنين,,,둘,,,Top2000,
1489,الأسلحة,,,무기들,,,Top2000,
1490,الأمنية,,,"보안의, 안보의 (여성형)",,,Top2000,
1491,الإدارة,,,"행정, 관리, 경영",,,Top2000,
1492,البحرية,,,"해군, 해양의",,,Top2000,
1493,البيئة,,,환경,,,Top2000,
1494,الخميس,,,목요일,,,Top2000,
1495,الدعوة,,,"초대, 소명, 다와",,,Top2000,
1496,الصعب,,,어려운,,,Top2000,
1497,العمليات,,,"작전들, 수술들",,,Top2000,
1498,الغرب,,,"서쪽, 서양",,,Top2000,
1499,الفنية,,,"예술의, 기술의 (여성형)",,,Top2000,
1500,القدرة,,,능력,,,Top2000,
1501,المخدرات,,,마약,,,Top2000,
1502,المرض,,,"병, 질병",,,Top2000,
1503,المعارضة,,,"반대, 야당",,,Top2000,
1504,باقي,,,"나머지, 남은",,,Top2000,
1505,تصوير,,,"촬영, 사진",,,Top2000,
1506,تنفيذ,,,"실행, 이행",,,Top2000,
1507,خلالها,,,"그 동안에, 그것을 통해 (부사구)",,,Top2000,
1508,رسميا,,,공식적으로 (부사),,,Top2000,
1509,زمن,,,"시간, 시대",,,Top2000,
1510,سان,,,"산 (San, 인명/지명)",,,Top2000,
1511,صديق,,,친구,,,Top2000,
1512,عسكرية,,,군사적인 (여성형),,,Top2000,
1513,علاج,,,치료,,,Top2000,
1514,ففي,,,그래서 ~에서 (접속사+전치사),,,Top2000,
1515,قالوا,,,그들은 말했다,,,Top2000,
1516,كلام,,,"말, 이야기",,,Top2000,
1517,كوريا,,,"한국, 코리아",,,Top2000,
1518,لابد,,,"반드시, 틀림없이",,,Top2000,
1519,لكرة,,,~구기 종목의 (전치사구),,,Top2000,
1520,مالك,,,"주인, 무엇이 있느냐",,,Top2000,
1521,مرض,,,"병, 질병",,,Top2000,
1522,مقارنة,,,비교,,,Top2000,
1523,مكة,,,메카,,,Top2000,
1524,ملايين,,,수백만,,,Top2000,
1525,مواجهة,,,"대면, 직면",,,Top2000,
1526,موعد,,,"약속, 일정",,,Top2000,
1527,واسع,,,"넓은, 광범위한",,,Top2000,
1528,يحاول,,,"시도하다, 노력하다",,,Top2000,
1529,يستحق,,,~할 가치가 있다,,,Top2000,
1530,يوميا,,,"매일, 일일 (부사)",,,Top2000,
1531,أستطيع,,,할 수 있다,,,Top2000,
1532,الأسود,,,검은색,,,Top2000,
1533,الإسرائيلية,,,이스라엘의 (여성형),,,Top2000,
1534,الاسم,,,이름,,,Top2000,
1535,البرازيل,,,브라질,,,Top2000,
1536,الحالية,,,현재의 (여성형),,,Top2000,
1537,الحرية,,,자유,,,Top2000,
1538,الحي,,,"동네, 산 (살아있는)",,,Top2000,
1539,الدراسة,,,"공부, 학업",,,Top2000,
1540,الشمال,,,북쪽,,,Top2000,
1541,العراقي,,,이라크의 (남성형),,,Top2000,
1542,الغير,,,"타인, 다른 것",,,Top2000,
1543,الفرصة,,,기회,,,Top2000,
1544,القبض,,,"체포, 붙잡기",,,Top2000,
1545,الكلمات,,,"단어들, 말들",,,Top2000,
1546,المستشفى,,,병원,,,Top2000,
1547,النتائج,,,결과들,,,Top2000,
1548,النفط,,,석유,,,Top2000,
1549,الهيئة,,,"기구, 위원회, 외형",,,Top2000,
1550,بقدر,,,~만큼,,,Top2000,
1551,بيان,,,"성명, 발표문",,,Top2000,
1552,تجعل,,,~하게 만들다,,,Top2000,
1553,ثورة,,,혁명,,,Top2000,
1554,جزيرة,,,섬,,,Top2000,
1555,خطوة,,,"걸음, 단계",,,Top2000,
1556,دعوة,,,"초대, 요청",,,Top2000,
1557,ذهب,,,"가다, 금",,,Top2000,
1558,سعد,,,"사드 (남자 이름), 행복",,,Top2000,
1559,سعود,,,사우드 (이름),,,Top2000,
1560,سكس,,,섹스,,,Top2000,
1561,فرق,,,"차이, 팀들",,,Top2000,
1562,قريب,,,"가까운, 친척",,,Top2000,
1563,كتابة,,,"쓰기, 글쓰기",,,Top2000,
1564,لديك,,,너에게 있다,,,Top2000,
1565,محكمة,,,법원,,,Top2000,
1566,مطار,,,공항,,,Top2000,
1567,معرض,,,"전시회, 박람회",,,Top2000,
1568,مهرجان,,,"축제, 페스티벌",,,Top2000,
1569,نائب,,,"부, 대리",,,Top2000,
1570,نيك,,,닉(이름),,,Top2000,
1571,واشنطن,,,워싱턴,,,Top2000,
1572,وبعض,,,그리고 일부,,,Top2000,
1573,يبدأ,,,시작하다 (3인칭),,,Top2000,
1574,يكفي,,,충분하다,,,Top2000,
1575,يمثل,,,"대표하다, 상징하다",,,Top2000,
1576,الأحزاب,,,정당들,,,Top2000,
1577,الاول,,,첫 번째,,,Top2000,
1578,التاريخية,,,역사적인 (여성형),,,Top2000,
1579,التركية,,,"터키의, 터키어 (여성형)",,,Top2000,
1580,الحقوق,,,"권리들, 법학",,,Top2000,
1581,الذهب,,,금,,,Top2000,
1582,الرسالة,,,"메시지, 편지",,,Top2000,
1583,الرقم,,,"숫자, 번호",,,Top2000,
1584,السلاح,,,무기,,,Top2000,
1585,الظروف,,,"상황, 환경",,,Top2000,
1586,الفوز,,,승리,,,Top2000,
1587,المدنية,,,"민간의, 시민의 (여성형)",,,Top2000,
1588,المنظمات,,,"조직들, 기구들",,,Top2000,
1589,اليمنية,,,예멘의 (여성형),,,Top2000,
1590,بشدة,,,"강하게, 심하게",,,Top2000,
1591,بنات,,,"딸들, 소녀들",,,Top2000,
1592,تبحث,,,"찾다, 검색하다",,,Top2000,
1593,تبدو,,,~처럼 보이다,,,Top2000,
1594,تفاصيل,,,세부사항들,,,Top2000,
1595,حفل,,,"파티, 행사",,,Top2000,
1596,دورة,,,"과정, 회전",,,Top2000,
1597,سمعت,,,들었다,,,Top2000,
1598,سوء,,,"나쁨, 악",,,Top2000,
1599,سيارات,,,자동차들,,,Top2000,
1600,قليلة,,,"적은, 약간의",,,Top2000,
1601,مستشفى,,,병원,,,Top2000,
1602,مشاركة,,,"참여, 참가",,,Top2000,
1603,مفهوم,,,"이해된, 개념",,,Top2000,
1604,ناصر,,,"나세르 (남자 이름), 조력자",,,Top2000,
1605,نساء,,,여성들,,,Top2000,
1606,هما,,,그 둘,,,Top2000,
1607,هى,,,그녀,,,Top2000,
1608,وعدم,,,그리고 ~하지 않음 (접속사+부정),,,Top2000,
1609,يشير,,,"가리키다, 암시하다",,,Top2000,
1610,in,,,in (영어 전치사),,,Top2000,
1611,آخرين,,,다른 사람들,,,Top2000,
1612,أدري,,,알다,,,Top2000,
1613,أسعار,,,가격들,,,Top2000,
1614,أسوأ,,,"더 나쁜, 최악의",,,Top2000,
1615,الأراضي,,,"토지, 영토",,,Top2000,
1616,الإيراني,,,이란의 (남성형),,,Top2000,
1617,الاقتصادي,,,경제적인 (남성형),,,Top2000,
1618,البرامج,,,프로그램들,,,Top2000,
1619,التحقيق,,,"수사, 조사",,,Top2000,
1620,التحكم,,,"제어, 통제",,,Top2000,
1621,الثانوية,,,고등학교,,,Top2000,
1622,الخوف,,,"두려움, 공포",,,Top2000,
1623,الذهاب,,,가는 것,,,Top2000,
1624,السابع,,,일곱 번째,,,Top2000,
1625,الشاب,,,"젊은이, 청년",,,Top2000,
1626,العدد,,,"숫자, 개수",,,Top2000,
1627,المدير,,,"관리자, 매니저",,,Top2000,
1628,المصادر,,,"출처들, 소식통들",,,Top2000,
1629,الواضح,,,"명백한, 분명한",,,Top2000,
1630,بث,,,"방송, 송출",,,Top2000,
1631,بلاد,,,"국가, 나라들",,,Top2000,
1632,تشرين,,,"타슈린 (10월/11월, 시리아식)",,,Top2000,
1633,جزءا,,,부분 (목적격),,,Top2000,
1634,روح,,,"영혼, 정신",,,Top2000,
1635,سبعة,,,"일곱, 7",,,Top2000,
1636,سلمان,,,살만 (남자 이름),,,Top2000,
1637,شعب,,,"민족, 국민",,,Top2000,
1638,صباحا,,,아침에,,,Top2000,
1639,صلاة,,,"기도, 예배",,,Top2000,
1640,عمرو,,,아므르 (남자 이름),,,Top2000,
1641,غرب,,,"서쪽, 서방",,,Top2000,
1642,فقال,,,그리고 그는 말했다 (접속사+동사),,,Top2000,
1643,قررت,,,결정했다,,,Top2000,
1644,قمة,,,"정상, 꼭대기",,,Top2000,
1645,قوي,,,강한,,,Top2000,
1646,ك,,,너 (접미 대명사),,,Top2000,
1647,مجددا,,,"다시, 또",,,Top2000,
1648,محل,,,"가게, 장소",,,Top2000,
1649,موت,,,죽음,,,Top2000,
1650,موجود,,,"존재하는, 있는",,,Top2000,
1651,نقاط,,,"점들, 포인트들",,,Top2000,
1652,وربما,,,그리고 아마도,,,Top2000,
1653,وقف,,,"섰다, 멈춤",,,Top2000,
1654,أراد,,,그가 원했다,,,Top2000,
1655,أقدم,,,"가장 오래된, 제공하다",,,Top2000,
1656,أماكن,,,장소들,,,Top2000,
1657,أهداف,,,"목표들, 골들",,,Top2000,
1658,إعلان,,,"광고, 발표, 선언",,,Top2000,
1659,الأمل,,,희망,,,Top2000,
1660,التحرير,,,"해방, 편집",,,Top2000,
1661,الجوية,,,"공중의, 항공의",,,Top2000,
1662,الحالات,,,"경우들, 사례들",,,Top2000,
1663,الحديثة,,,"현대의, 최근의 (여성형)",,,Top2000,
1664,الخامسة,,,다섯 번째 (여성형),,,Top2000,
1665,السبت,,,토요일,,,Top2000,
1666,العصر,,,"시대, 오후",,,Top2000,
1667,العهد,,,"시대, 언약, 서약",,,Top2000,
1668,القتل,,,살인,,,Top2000,
1669,المكتب,,,"사무실, 책상",,,Top2000,
1670,المكسيك,,,멕시코,,,Top2000,
1671,الملكي,,,왕실의 (남성형),,,Top2000,
1672,اليهود,,,유대인들,,,Top2000,
1673,بان,,,"~라고, 명백해졌다",,,Top2000,
1674,بجانب,,,옆에,,,Top2000,
1675,بحث,,,"수색, 연구",,,Top2000,
1676,بخصوص,,,~에 관하여,,,Top2000,
1677,بعضها,,,그것들 중 일부,,,Top2000,
1678,تتحدث,,,말하다,,,Top2000,
1679,تحاول,,,"시도하다, 노력하다",,,Top2000,
1680,توقف,,,멈추다,,,Top2000,
1681,حقيقية,,,"진짜의, 실제의",,,Top2000,
1682,خبر,,,"소식, 뉴스",,,Top2000,
1683,طيب,,,"좋아, 친절한",,,Top2000,
1684,عمره,,,그의 나이,,,Top2000,
1685,لجميع,,,모든 ~에게 (전치사구),,,Top2000,
1686,مبارك,,,"축복받은, 무바라크 (이름)",,,Top2000,
1687,متعددة,,,"다수의, 다양한 (여성형)",,,Top2000,
1688,مريم,,,"마리암 (마리아, 여자 이름)",,,Top2000,
1689,مساحة,,,"면적, 공간",,,Top2000,
1690,مصري,,,"이집트의, 이집트인 (남성형)",,,Top2000,
1691,منع,,,"금지, 막다",,,Top2000,
1692,نرى,,,우리가 본다,,,Top2000,
1693,واسعة,,,"넓은, 광범위한 (여성형)",,,Top2000,
1694,ويقول,,,그리고 ~라고 말한다 (접속사+동사),,,Top2000,
1695,أثر,,,"흔적, 영향",,,Top2000,
1696,ألمانيا,,,독일,,,Top2000,
1697,إطار,,,"틀, 테두리, 프레임",,,Top2000,
1698,الألعاب,,,"게임들, 놀이들",,,Top2000,
1699,الإلكترونية,,,전자의 (여성형),,,Top2000,
1700,الاحتلال,,,점령,,,Top2000,
1701,التفاصيل,,,세부사항들,,,Top2000,
1702,الجريمة,,,범죄,,,Top2000,
1703,الحوار,,,"대화, 회담",,,Top2000,
1704,الروسي,,,러시아의 (남성형),,,Top2000,
1705,الطبيعي,,,자연스러운,,,Top2000,
1706,العلمية,,,"과학의, 학술의 (여성형)",,,Top2000,
1707,العلوم,,,"과학, 학문",,,Top2000,
1708,الكلمة,,,"단어, 말",,,Top2000,
1709,الكنيسة,,,교회,,,Top2000,
1710,اللحظة,,,순간,,,Top2000,
1711,اللون,,,색깔,,,Top2000,
1712,المعرفة,,,"지식, 앎",,,Top2000,
1713,انتهت,,,그것은 끝났다 (여성),,,Top2000,
1714,تحتوي,,,포함하다 (여성),,,Top2000,
1715,تحول,,,"변화, 전환",,,Top2000,
1716,حتي,,,"~까지, 심지어",,,Top2000,
1717,زوجها,,,그녀의 남편,,,Top2000,
1718,سلام,,,"평화, 안녕",,,Top2000,
1719,سيد,,,"주인, 선생",,,Top2000,
1720,شهادة,,,"증언, 증명서, 자격증",,,Top2000,
1721,عباس,,,압바스 (남자 이름),,,Top2000,
1722,عقب,,,"~직후에, 뒤꿈치",,,Top2000,
1723,فهذا,,,그래서 이것은,,,Top2000,
1724,كانون,,,"카눈 (12월/1월, 시리아식)",,,Top2000,
1725,لأحد,,,"누군가에게, 아무에게도",,,Top2000,
1726,للبيع,,,판매용 (전치사구),,,Top2000,
1727,متر,,,미터,,,Top2000,
1728,مدار,,,"궤도, 동안",,,Top2000,
1729,مدن,,,도시들,,,Top2000,
1730,معركة,,,"전투, 싸움",,,Top2000,
1731,ممارسة,,,"연습, 실천",,,Top2000,
1732,موسى,,,"무사 (모세, 남자 이름)",,,Top2000,
1733,نكون,,,우리는 ~이다,,,Top2000,
1734,ه,,,"하(글자), 그(대명사 접미사)",,,Top2000,
1735,وخاصة,,,그리고 특히 (접속사구),,,Top2000,
1736,ورد,,,"장미, 도달했다",,,Top2000,
1737,أداء,,,"수행, 성과, 공연",,,Top2000,
1738,أمل,,,희망,,,Top2000,
1739,إلينا,,,우리에게,,,Top2000,
1740,ا,,,아 (글자),,,Top2000,
1741,الأعضاء,,,"회원들, 구성원들",,,Top2000,
1742,الأفضل,,,"최고, 가장 좋은",,,Top2000,
1743,الإطلاق,,,"전혀, 결코",,,Top2000,
1744,الإلكتروني,,,전자의 (남성형),,,Top2000,
1745,البريطانية,,,영국의 (여성형),,,Top2000,
1746,البناء,,,"건물, 건설",,,Top2000,
1747,التدريب,,,"훈련, 연습",,,Top2000,
1748,التقليدية,,,전통적인 (여성형),,,Top2000,
1749,الجميلة,,,아름다운(여),,,Top2000,
1750,الحقيقية,,,진짜의 (여성형),,,Top2000,
1751,الخط,,,"선, 노선",,,Top2000,
1752,الرأس,,,머리,,,Top2000,
1753,الرابط,,,"링크, 연결",,,Top2000,
1754,العثور,,,"발견, 찾기",,,Top2000,
1755,العلاقة,,,관계,,,Top2000,
1756,الفتاة,,,소녀,,,Top2000,
1757,الفساد,,,"부패, 타락",,,Top2000,
1758,الفن,,,예술,,,Top2000,
1759,القاضي,,,판사,,,Top2000,
1760,القتال,,,"싸움, 전투",,,Top2000,
1761,اللهم,,,오 알라여 (호격),,,Top2000,
1762,المؤسسة,,,"기관, 재단, 설립된",,,Top2000,
1763,المقاومة,,,저항,,,Top2000,
1764,النص,,,"본문, 텍스트",,,Top2000,
1765,النقل,,,"운송, 이동",,,Top2000,
1766,الوحدة,,,"고독, 단위",,,Top2000,
1767,اما,,,"또는, ~에 관해서는",,,Top2000,
1768,بالرغم,,,~에도 불구하고,,,Top2000,
1769,بد,,,"반드시, 어쩔 수 없음",,,Top2000,
1770,بدء,,,시작,,,Top2000,
1771,بكم,,,"너희들에게, 얼마",,,Top2000,
1772,بول,,,폴 (이름),,,Top2000,
1773,توفير,,,"제공, 공급, 절약",,,Top2000,
1774,حينما,,,~할 때,,,Top2000,
1775,رواية,,,"소설, 전승, 이야기",,,Top2000,
1776,شبه,,,"반(半), 유사, 준",,,Top2000,
1777,مرور,,,"통과, 경과",,,Top2000,
1778,مسجد,,,"모스크, 사원",,,Top2000,
1779,نص,,,"본문, 텍스트",,,Top2000,
1780,نظر,,,"보다, 시선",,,Top2000,
1781,نهر,,,강,,,Top2000,
1782,هجوم,,,공격,,,Top2000,
1783,يقال,,,말해진다,,,Top2000,
1784,يمكننا,,,우리는 할 수 있다,,,Top2000,
1785,يملك,,,그가 소유하다,,,Top2000,
1786,أتمنى,,,"바라다, 희망하다",,,Top2000,
1787,أحدا,,,"누군가, 아무도",,,Top2000,
1788,أمير,,,"왕자, 아미르",,,Top2000,
1789,أى,,,"어느, 어떤",,,Top2000,
1790,اتحاد,,,"연합, 연방",,,Top2000,
1791,اخرى,,,"다른, 또 다른",,,Top2000,
1792,اعرف,,,알다,,,Top2000,
1793,الأحياء,,,"지역들, 동네들; 생물(학)",,,Top2000,
1794,التجارة,,,"무역, 상업",,,Top2000,
1795,الثقافية,,,"문화의, 문화적",,,Top2000,
1796,الجمهور,,,"대중, 관중",,,Top2000,
1797,الحرارة,,,"열, 온도",,,Top2000,
1798,الحفاظ,,,"보호, 유지",,,Top2000,
1799,الدستور,,,헌법,,,Top2000,
1800,الرأي,,,의견,,,Top2000,
1801,الشيطان,,,악마,,,Top2000,
1802,الصفحة,,,"페이지, 쪽",,,Top2000,
1803,الطب,,,의학,,,Top2000,
1804,العيش,,,"삶, 생활",,,Top2000,
1805,القرية,,,마을,,,Top2000,
1806,القوانين,,,"법들, 규칙들",,,Top2000,
1807,المنتخب,,,"대표팀, 선발팀",,,Top2000,
1808,انتخابات,,,선거,,,Top2000,
1809,بلد,,,"나라, 국가",,,Top2000,
1810,تسمح,,,허락하다,,,Top2000,
1811,تملك,,,소유하다,,,Top2000,
1812,جدة,,,제다(도시); 할머니,,,Top2000,
1813,حقيقي,,,"진짜, 실제의",,,Top2000,
1814,خطأ,,,"실수, 잘못",,,Top2000,
1815,ذاك,,,저것,,,Top2000,
1816,شراء,,,"구매, 사기",,,Top2000,
1817,شريك,,,"파트너, 동업자",,,Top2000,
1818,شك,,,의심,,,Top2000,
1819,صندوق,,,"상자, 박스",,,Top2000,
1820,ضعف,,,"약함, 두 배",,,Top2000,
1821,عامل,,,"노동자, 요인",,,Top2000,
1822,غريب,,,"이상하다, 낯설다",,,Top2000,
1823,قلبي,,,"내 마음, 내 심장",,,Top2000,
1824,لوحة,,,"판, 그림, 보드",,,Top2000,
1825,لويس,,,루이스 (이름),,,Top2000,
1826,ماء,,,물,,,Top2000,
1827,متابعة,,,"추적, 후속조치",,,Top2000,
1828,مجموعات,,,"그룹들, 집단들",,,Top2000,
1829,مقاطعة,,,"지방, 도, 차단",,,Top2000,
1830,مياه,,,물 (복수),,,Top2000,
1831,نقص,,,"부족, 결핍",,,Top2000,
