id_suffix	course	dialogue_id	speaker	dialogue_order	target_text	ko_text	romanization	note	tags	context	extra
l5_d04_t07	5	대화04	A	7	Hongdae, dekat venue.	홍대, 공연장 근처.	홍대, 드깟 베뉴.	dekat = 가까이, venue = 영어 차용	'{kpop,korea_trip}'	서울 K-pop 핫플	한국 투어
l5_d04_t08	5	대화04	B	8	Kuliner Korea pasti.	한식 필수.	꿀리네르 꼬레아 빠스띠.	kuliner = 음식 문화	'{kpop,korea_trip}'		한국 투어
l5_d04_t09	5	대화04	A	9	Kimchi-jjigae, Korean BBQ, tteokbokki.	김치찌개, 한식 BBQ, 떡볶이.	김치찌개, 코리안 바비큐, 떡볶이.		'{kpop,korea_trip}'	한식 메뉴	한국 투어
l5_d04_t10	5	대화04	B	10	Halal versi cari ya.	할랄 버전 찾아.	할랄 베르시 짜리 야.	cari = 찾다	'{kpop,korea_trip}'	인니녀 무슬림 자연 디테일	한국 투어
l5_d04_t11	5	대화04	A	11	Iya, ada Itaewon halal restaurant.	응, 이태원 할랄 식당.	이야, 아다 이태원 할랄 레스또란.		'{kpop,korea_trip}'	실용 정보	한국 투어
l5_d04_t12	5	대화04	B	12	Berapa hari planning?	며칠 계획?	브라빠 하리 플래닝?	planning = 영어 차용	'{kpop,korea_trip}'		한국 투어
l5_d04_t13	5	대화04	A	13	Seminggu, biar puas.	1주일, 만족.	스밍구, 비아르 뿌아스.	puas = 만족	'{kpop,korea_trip}'		한국 투어
l5_d04_t14	5	대화04	B	14	Aku save tanggal. Booking tiket pesawat.	날짜 저장. 비행기 예약.	아꾸 세이브 땅갈. 부킹 띠껫 쁘사왓.	pesawat = 비행기	'{kpop,korea_trip}'	한국 출발 결심	한국 투어
l6_d23_t01	6	대화23	A	1	Kamu selalu telat.	항상 늦어.	까무 슬랄루 뜨랏.	selalu = 항상, telat = terlambat 구어	'{conflict}'	반복 갈등	집 — 늦음 다툼
l6_d23_t02	6	대화23	B	2	Kerjaan banyak.	일 많아.	끄르자안 바냑.	kerjaan = pekerjaan 구어	'{conflict}'	변명	집
l6_d23_t03	6	대화23	A	3	Aku capek nungguin.	기다림 지쳐.	아꾸 짜뻑 눙구인.	capek = 지치다, nungguin = menunggui 구어	'{conflict}'		집
l6_d23_t04	6	대화23	B	4	Maaf, beneran sibuk.	미안, 진짜 바빠.	마앞, 브너란 시북.	beneran = 진짜 (구어)	'{conflict}'		집
l6_d23_t05	6	대화23	A	5	Bukan soal sibuk, soal prioritas.	바쁨 아닌 우선순위.	부깐 소알 시북, 소알 쁘리오리따스.	prioritas = 우선순위	'{conflict}'	심층 갈등 본질	집
l6_d23_t06	6	대화23	B	6	Aku salah. Aku akan ubah.	잘못. 바꿀게.	아꾸 살라. 아꾸 아깐 우바.	ubah = 바꾸다	'{conflict}'	인정	집
l6_d23_t07	6	대화23	A	7	Janji udah berapa kali.	약속 몇 번.	잔지 우다 브라빠 깔리.		'{conflict}'	신뢰 issue	집
l6_d23_t08	6	대화23	B	8	Kali ini aku sungguh.	이번엔 진짜.	깔리 이니 아꾸 숭구.	sungguh = 진실로	'{conflict}'		집
l6_d23_t09	6	대화23	A	9	Aku capek bertengkar.	싸움 지쳐.	아꾸 짜뻑 브르뜽까르.	bertengkar = 싸우다	'{conflict}'		집
l6_d23_t10	6	대화23	B	10	Kita ngobrol tenang besok.	내일 차분히.	끼따 응오브롤 뜨낭 베속.	tenang = 차분	'{conflict}'	냉각 결정	집
l6_d24_t01	6	대화24	A	1	Kita perlu bicara.	얘기해야.	끼따 쁘를루 비짜라.	perlu = 필요	'{breakup}'	관계 결렬 신호	집 — 이별 대화
l6_d24_t02	6	대화24	B	2	Aku tahu apa.	알 것 같아.	아꾸 따후 아빠.		'{breakup}'		집
l6_d24_t03	6	대화24	A	3	Aku rasa kita stop.	멈춰야 할 것 같아.	아꾸 라사 끼따 스똡.	rasa = 느낌	'{breakup}'	결정 통보	집
l6_d24_t04	6	대화24	B	4	Karena apa?	왜?	까르나 아빠?		'{breakup}'		집
l6_d24_t05	6	대화24	A	5	Kita berbeda terlalu jauh.	너무 달라.	끼따 브르베다 뜨를랄루 자우.	berbeda = 다르다, jauh = 멀다	'{breakup}'	근본 차이	집
l6_d24_t06	6	대화24	B	6	Aku coba ya.	노력했어.	아꾸 쪼바 야.	coba = 시도	'{breakup}'		집
l6_d24_t07	6	대화24	A	7	Iya, kita berdua coba.	응, 둘 다.	이야, 끼따 브르두아 쪼바.		'{breakup}'	상호 인정	집
l6_d24_t08	6	대화24	B	8	Mungkin teman lebih baik.	친구가 나을지.	뭉낀 뜨만 르비 바익.		'{breakup}'	재정의 제안	집
l6_d24_t09	6	대화24	A	9	Lain kali, mungkin.	나중에, 아마.	라인 깔리, 뭉낀.		'{breakup}'		집
l6_d24_t10	6	대화24	B	10	Hati-hati, Min-jun.	조심해, 민준.	하띠 하띠, 민준.		'{breakup}'	캐릭터 차원 정중 결말	집
l6_d25_t01	6	대화25	B	1	Min-jun, aku kangen Jakarta.	민준, 자카르타 그리워.	민준, 아꾸 깡엔 자카르타.	kangen = 그리워하다 (구어)	'{adaptation,korea_life}'	한국 정착 후 향수	서울 신혼 집 — 정착 6개월
l6_d25_t02	6	대화25	A	2	Aku tahu, susah ya.	알아, 힘들지.	아꾸 따후, 수사 야.		'{adaptation,korea_life}'	공감	집
l6_d25_t03	6	대화25	B	3	Teman aku semua di sana.	친구 다 거기.	뜨만 아꾸 스무아 디 사나.	semua = 모두	'{adaptation,korea_life}'		집
l6_d25_t04	6	대화25	A	4	Komunitas Indonesia di Itaewon ada.	이태원 인니 커뮤니티 있어.	꼬무니따스 인도네시아 디 이태원 아다.	komunitas = 커뮤니티	'{adaptation,korea_life}'	실용 정보	집
l6_d25_t05	6	대화25	B	5	Tapi aku rindu makanan Ibu.	엄마 음식 그리워.	따삐 아꾸 린두 마까난 이부.	rindu = 그리워하다	'{adaptation,korea_life}'		집
l6_d25_t06	6	대화25	A	6	Bulan depan kita ke Indonesia.	다음 달 인도네시아 가.	불란 드빤 끼따 끄 인도네시아.		'{adaptation,korea_life}'	실용 해법	집
l6_d25_t07	6	대화25	B	7	Aku salah pindah?	이주 잘못?	아꾸 살라 삔다?		'{adaptation,korea_life}'	깊은 회의	집
l6_d25_t08	6	대화25	A	8	Bukan salah, cuma adaptasi.	잘못 아냐, 적응 중.	부깐 살라, 쭈마 아답따시.	adaptasi = 적응	'{adaptation,korea_life}'		집
l6_d25_t09	6	대화25	B	9	Aku takut Korea nggak nerima aku.	한국 안 받아줄까 무서워.	아꾸 따꿋 꼬레아 응각 느리마 아꾸.	nerima = menerima 구어	'{adaptation,korea_life}'	문화 수용 불안	집
l6_d25_t10	6	대화25	A	10	Aku nerima kamu, itu cukup.	내가 받아줘, 그거면.	아꾸 느리마 까무, 이뚜 쭈꿉.	cukup = 충분	'{adaptation,korea_life}'	결말 — 부부 신뢰	집
l6_d26_t01	6	대화26	A	1	Sari, anjing artinya apa?	사리, anjing 뜻이?	사리, 안징 아르띠냐 아빠?	anjing = 개 / 욕설	'{taboo,education}'	한남 인니어 학습	집 — 인니어 학습
l6_d26_t02	6	대화26	B	2	Anjing = anjing. Tapi sebagai umpatan kasar.	개. 근데 욕으로도.	안징 = 안징. 따삐 스바가이 움빠딴 까사르.	umpatan = 욕설, kasar = 거친	'{taboo,education}'	문화 가르침	집
l6_d26_t03	6	대화26	A	3	Jangan dipakai ya.	쓰지 마라.	장안 디빠까이 야.		'{taboo,education}'		집
l6_d26_t04	6	대화26	B	4	Jangan, kasar banget.	절대, 매우 거칠어.	장안, 까사르 방엣.		'{taboo,education}'		집
l6_d26_t05	6	대화26	A	5	Bangsat artinya?	bangsat 뜻?	방삿 아르띠냐?	bangsat = 강한 욕설	'{taboo,education}'		집
l6_d26_t06	6	대화26	B	6	Itu juga umpatan, hindari.	그것도 욕, 피해.	이뚜 주가 움빠딴, 힌다리.	hindari = 피해라	'{taboo,education}'		집
l6_d26_t07	6	대화26	A	7	Kalo Astaga?	Astaga 는?	깔로 아스따가?	kalo = kalau 구어	'{taboo,education}'		집
l6_d26_t08	6	대화26	B	8	Astaga aman, ekspresi kaget.	Astaga 안전, 놀람 표현.	아스따가 아만, 엑스프레시 까겟.	kaget = 놀라다	'{taboo,education}'	안전한 감탄사	집
l6_d26_t09	6	대화26	A	9	Aku catat ya.	적을게.	아꾸 짜땃 야.	catat = 기록	'{taboo,education}'		집
l6_d26_t10	6	대화26	B	10	Iya, jangan salah pakai depan keluargaku.	가족 앞에서 잘못 쓰지 마.	이야, 장안 살라 빠까이 드빤 끌루아르가꾸.	depan = 앞	'{taboo,education}'	실용 경고	집
l2_d01_t01	2	대화01	A	1	Sabtu kosong nggak?	토요일 비어?	삽뚜 꼬송 응각?	Sabtu = 토요일, kosong = 비어	'{messenger,whatsapp,friend}'	주말 약속	WhatsApp 친구
l2_d01_t02	2	대화01	B	2	Kosong! Mau ngopi?	비어! 커피?	꼬송! 마우 응오삐?	ngopi = 커피 한잔	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t03	2	대화01	A	3	Kafe biasa kita.	우리 평소 카페.	까페 비아사 끼따.	biasa = 평소	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t04	2	대화01	B	4	Jam berapa?	몇 시?	잠 브라빠?		'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t05	2	대화01	A	5	Jam 2 siang.	오후 2시.	잠 두아 시앙.	siang = 낮	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t06	2	대화01	B	6	Aku ajak Lala juga ya?	랄라도 데려가.	아꾸 아작 랄라 주가 야?	ajak = 데리고 가다	'{messenger,whatsapp,friend}'	제3자 호출	WhatsApp
l2_d01_t07	2	대화01	A	7	Boleh, lama nggak ketemu.	좋지, 오랜만.	볼레, 라마 응각 끄뜨무.	lama = 오랜	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t08	2	대화01	B	8	Lala lagi sibuk skripsi.	랄라 논문 바빠.	랄라 라기 시북 스크립시.	skripsi = 학사 논문	'{messenger,whatsapp,friend}'	대학생 단어	WhatsApp
l2_d01_t09	2	대화01	A	9	Kasian, tapi suruh datang.	안됐다, 오라고.	까시안, 따삐 수루 다땅.	kasian = 안쓰럽다, suruh = 시키다	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t10	2	대화01	B	10	Aku chat dia sekarang.	지금 채팅.	아꾸 짯 디아 스까랑.	chat = 영어 차용	'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t11	2	대화01	A	11	Update aku ya.	업데이트해.	업데이트 아꾸 야.		'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t12	2	대화01	B	12	Lala bisa, jam 3.	랄라 OK, 3시.	랄라 비사, 잠 띠가.		'{messenger,whatsapp,friend}'		WhatsApp
l2_d01_t13	2	대화01	A	13	Mantap, see you Sabtu.	좋아, 토요일에.	만땁, 시 유 삽뚜.	mantap = 좋다 (구어 강조)	'{messenger,whatsapp,friend}'	mantap 구어 강조	WhatsApp
l2_d01_t14	2	대화01	B	14	Bye, jangan lupa.	바이, 잊지 마.	바이, 장안 루빠.		'{messenger,whatsapp,friend}'		WhatsApp
l2_d02_t01	2	대화02	A	1	Sari, bagaimana hari pertama?	사리, 첫날 어때?	사리, 바가이마나 하리 쁘르따마?	pertama = 첫	'{messenger,slack,work,korea_life}'	서울 카페 회사 첫 출근	회사 슬랙
l2_d02_t02	2	대화02	B	2	Lumayan, masih kaget.	괜찮아, 아직 적응.	루마얀, 마시 까겟.		'{messenger,slack,work,korea_life}'	한국 직장 적응	슬랙
l2_d02_t03	2	대화02	A	3	Bahasa Korea kerja oke?	한국어 일은?	바하사 꼬레아 끄르자 오께?		'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t04	2	대화02	B	4	Slow, tapi orang baik.	느려, 사람은 좋아.	슬로우, 따삐 오랑 바익.	slow = 영어 차용	'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t05	2	대화02	A	5	Lunch break bareng?	점심 같이?	런치 브레익 바릉?	lunch break = 영어 차용	'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t06	2	대화02	B	6	Boleh! Kapan?	좋아! 언제?	볼레! 까빤?		'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t07	2	대화02	A	7	Jam 12, kantin lantai 2.	12시, 2층 식당.	잠 두아 블라스, 깐띤 란따이 두아.	kantin = 구내식당, lantai = 층	'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t08	2	대화02	B	8	OK, aku ajak Joon juga.	응, 준도 부를게.	오께, 아꾸 아작 준 주가.		'{messenger,slack,work,korea_life}'	남편 호명	슬랙
l2_d02_t09	2	대화02	A	9	Joon orang Korea kan?	준 한국인이지?	준 오랑 꼬레아 깐?	kan = 그렇지 (확인 어기조사)	'{messenger,slack,work,korea_life}'	어기조사 kan	슬랙
l2_d02_t10	2	대화02	B	10	Iya, suami aku.	응, 내 남편.	이야, 수아미 아꾸.		'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t11	2	대화02	A	11	Wah, kerja sama kantor?	와, 같은 회사?	와, 끄르자 사마 깐또르?	kantor = 사무실/회사	'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t12	2	대화02	B	12	Iya, departemen lain.	응, 다른 부서.	이야, 디파르뜨먼 라인.	departemen = 부서	'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t13	2	대화02	A	13	Romantic banget!	로맨틱!	로맨틱 방엣!		'{messenger,slack,work,korea_life}'		슬랙
l2_d02_t14	2	대화02	B	14	Hehe, see you jam 12.	헤헤, 12시에.	헤헤, 시 유 잠 두아 블라스.		'{messenger,slack,work,korea_life}'		슬랙
l2_d03_t01	2	대화03	B	1	Bu, aku sudah sampai Seoul.	엄마, 서울 도착.	부, 아꾸 수다 삼빠이 세울.	sampai = 도착	'{messenger,whatsapp,family,korea_life}'	한국 도착 후	WhatsApp 부모님
l2_d03_t02	2	대화03	A	2	Alhamdulillah. Sehat?	알함둘릴라. 건강?	알함둘릴라. 세핫?	Alhamdulillah = 신께 감사 (이슬람 일상)	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t03	2	대화03	B	3	Sehat. Cuaca dingin.	건강. 날씨 추워.	세핫. 쭈아짜 딩인.	cuaca = 날씨, dingin = 추운	'{messenger,whatsapp,family,korea_life}'	한국 겨울 충격	WhatsApp
l2_d03_t04	2	대화03	A	4	Pakai jaket tebal.	두꺼운 잠바.	빠까이 자껫 뜨발.	tebal = 두꺼운	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t05	2	대화03	B	5	Iya, Min-jun beli jaket buat aku.	응, 민준이 사줬어.	이야, 민준 블리 자껫 부앗 아꾸.	beli = 사다	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t06	2	대화03	A	6	Anak baik. Ibu lega.	착해. 엄마 안심.	아낙 바익. 이부 르가.	lega = 안심	'{messenger,whatsapp,family,korea_life}'	엄마 안도감	WhatsApp
l2_d03_t07	2	대화03	B	7	Apartment di Hongdae, dekat metro.	홍대 아파트, 지하철 가까이.	아빠르뜨먼 디 홍대, 드깟 메트로.		'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t08	2	대화03	A	8	Aman daerahnya?	동네 안전?	아만 다에라냐?	aman = 안전, daerah = 지역	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t09	2	대화03	B	9	Aman banget, banyak student.	매우, 학생 많아.	아만 방엣, 바냑 스뚜덴.	student = 영어 차용	'{messenger,whatsapp,family,korea_life}'	홍대 분위기	WhatsApp
l2_d03_t10	2	대화03	A	10	Bapak titip salam.	아빠가 안부.	바빡 띠띱 살람.	titip salam = 안부 전하다 (관용)	'{messenger,whatsapp,family,korea_life}'	관용 표현	WhatsApp
l2_d03_t11	2	대화03	B	11	Salam balik. Ibu jaga kesehatan.	안부 답. 엄마 건강.	살람 발릭. 이부 자가 끄세하딴.	balik = 돌아오는, jaga = 지키다	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t12	2	대화03	A	12	Kamu juga. Telepon tiap minggu ya.	너도. 매주 전화.	까무 주가. 뗄레폰 띠압 밍구 야.	tiap = 매	'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t13	2	대화03	B	13	Pasti, Bu. Aku kangen.	꼭, 엄마. 그리워.	빠스띠, 부. 아꾸 깡엔.		'{messenger,whatsapp,family,korea_life}'		WhatsApp
l2_d03_t14	2	대화03	A	14	Ibu juga. Doakan.	엄마도. 기도.	이부 주가. 도아깐.	doakan = 기도해라	'{messenger,whatsapp,family,korea_life}'	인니 종교 일상어	WhatsApp
l2_d04_t01	2	대화04	B	1	Yuna, kapan kita ketemu?	유나, 언제 만나?	유나, 까빤 끼따 끄뜨무?		'{messenger,line,korean_friend}'	한국 친구 LINE	LINE 한국 친구
l2_d04_t02	2	대화04	A	2	Sari! Akhir minggu ini gimana?	사리! 이번 주말 어때?	사리! 아키르 밍구 이니 기마나?		'{messenger,line,korean_friend}'		LINE
l2_d04_t03	2	대화04	B	3	Boleh. Tempat?	좋아. 장소?	볼레. 뜸빳?	tempat = 장소	'{messenger,line,korean_friend}'		LINE
l2_d04_t04	2	대화04	A	4	Cafe di Hongdae, aku tahu satu.	홍대 카페, 알아.	까페 디 홍대, 아꾸 따후 사뚜.		'{messenger,line,korean_friend}'		LINE
l2_d04_t05	2	대화04	B	5	Aku juga di Hongdae sekarang.	홍대 살아 지금.	아꾸 주가 디 홍대 스까랑.		'{messenger,line,korean_friend}'		LINE
l2_d04_t06	2	대화04	A	6	Wah, dekat! Kapan pindah?	와, 가까워! 언제 이주?	와, 드깟! 까빤 삔다?		'{messenger,line,korean_friend}'		LINE
l2_d04_t07	2	대화04	B	7	Bulan lalu.	지난달.	불란 랄루.	lalu = 지난	'{messenger,line,korean_friend}'		LINE
l2_d04_t08	2	대화04	A	8	Aku mau tahu cerita Korea kamu.	한국 얘기 듣고 싶어.	아꾸 마우 따후 쩨리따 꼬레아 까무.	cerita = 이야기	'{messenger,line,korean_friend}'		LINE
l2_d04_t09	2	대화04	B	9	Banyak cerita lucu.	재밌는 얘기 많아.	바냑 쩨리따 루쭈.	lucu = 재밌다	'{messenger,line,korean_friend}'		LINE
l2_d04_t10	2	대화04	A	10	Sabtu jam 4 ya.	토요일 4시.	삽뚜 잠 음빳 야.		'{messenger,line,korean_friend}'		LINE
l2_d04_t11	2	대화04	B	11	Aman. Aku bawa Min-jun?	오케이. 민준 데려가?	아만. 아꾸 바와 민준?		'{messenger,line,korean_friend}'	남편 동행	LINE
l2_d04_t12	2	대화04	A	12	Boleh, biar kenalan.	좋아, 알게.	볼레, 비아르 끄날란.	kenalan = 알아가다	'{messenger,line,korean_friend}'		LINE
l2_d04_t13	2	대화04	B	13	Send pin location ya.	위치 핀 보내.	센드 핀 로께이션 야.	send = 영어 차용	'{messenger,line,korean_friend}'		LINE
l2_d04_t14	2	대화04	A	14	Sebentar, aku share.	잠깐, 공유.	스븐따르, 아꾸 셰어.	share = 영어 차용	'{messenger,line,korean_friend}'		LINE
l3_d06_t01	3	대화06	B	1	Min-jun, akad nikah jam 9 pagi besok.	민준, 아까드 니까 내일 오전 9시.	민준, 아깟 니까 잠 슴빌란 빠기 베속.	akad nikah = 이슬람 혼인 의식	'{romance,wedding,indonesia}'	결혼식 자카르타	결혼식 전날
l3_d06_t02	3	대화06	A	2	Aku grogi banget.	긴장 많이.	아꾸 그로기 방엣.	grogi = 긴장	'{romance,wedding,indonesia}'		집
l3_d06_t03	3	대화06	B	3	Tenang. Cuma janji depan penghulu.	차분. 사회자 앞 약속.	뜨낭. 쭈마 잔지 드빤 쁭훌루.	penghulu = 이슬람 사회자	'{romance,wedding,indonesia}'		집
l3_d06_t04	3	대화06	A	4	Aku harus bilang apa?	뭐라고 말해야?	아꾸 하루스 빌랑 아빠?		'{romance,wedding,indonesia}'	의례 대사	집
l3_d06_t05	3	대화06	B	5	Saya terima nikahnya, dengan mahar...	받아들입니다, mahar 와...	사야 뜨리마 니까냐, 등안 마하르...	mahar = 신부값/지참금	'{romance,wedding,indonesia}'	의례 정형구	집
l3_d06_t06	3	대화06	A	6	Maharnya berapa?	mahar 얼마?	마하르냐 브라빠?		'{romance,wedding,indonesia}'		집
l3_d06_t07	3	대화06	B	7	Dua puluh lima juta plus emas.	2500만 + 금.	두아 뿔루 리마 주따 플러스 으마스.	emas = 금	'{romance,wedding,indonesia}'	인니 결혼 mahar 관행	집
l3_d06_t08	3	대화06	A	8	Aku sudah siap amplop.	봉투 준비.	아꾸 수다 시압 암플롭.	amplop = 봉투	'{romance,wedding,indonesia}'		집
l3_d06_t09	3	대화06	B	9	Bapak senang banget.	아빠 매우 기뻐.	바빡 스낭 방엣.		'{romance,wedding,indonesia}'	가족 인정	집
l3_d06_t10	3	대화06	A	10	Resepsi sore ya?	피로연 오후?	르세쁘시 소레 야?	resepsi = 피로연	'{romance,wedding,indonesia}'		집
l3_d06_t11	3	대화06	B	11	Iya, di hotel Sahid.	사힛 호텔.	이야, 디 호뗄 사힛.		'{romance,wedding,indonesia}'	d01 첫 만남 호텔과 같은 곳	집
l3_d06_t12	3	대화06	A	12	Tamu berapa?	손님?	따무 브라빠?	tamu = 손님	'{romance,wedding,indonesia}'		집
l3_d06_t13	3	대화06	B	13	300 orang. Adat Jawa.	300명. 자바식.	띠가 라뚜스 오랑. 아닷 자와.	adat = 전통, Jawa = 자바	'{romance,wedding,indonesia}'	인니 결혼 규모	집
l3_d06_t14	3	대화06	A	14	Aku belajar adat semalam.	어제 배움.	아꾸 블라자르 아닷 스말람.	semalam = 어젯밤	'{romance,wedding,indonesia}'	Min-jun 문화 적응 노력	집
l3_d07_t01	3	대화07	B	1	Min-jun, ibumu udah terima aku?	어머니 받아들였어?	민준, 이부무 우다 뜨리마 아꾸?	ibumu = ibu+mu	'{romance,wedding,korea,family}'	한국 결혼식 전	서울 결혼식 전날
l3_d07_t02	3	대화07	A	2	Ibu masih awkward.	어색해하셔.	이부 마시 어쿼드.	awkward = 영어 차용	'{romance,wedding,korea,family}'	한남 가족 적응	집
l3_d07_t03	3	대화07	B	3	Karena saya non-Korea?	한국인 X 라서?	까르나 사야 논 꼬레아?	saya = 정중 1인칭	'{romance,wedding,korea,family}'	시댁 앞 정중 호칭	집
l3_d07_t04	3	대화07	A	4	Bukan, lebih ke agama.	종교 때문.	부깐, 르비 끄 아가마.		'{romance,wedding,korea,family}'	한남 가족 issue	집
l3_d07_t05	3	대화07	B	5	Aku pakai dress aja, nggak hijab.	드레스만, hijab X.	아꾸 빠까이 드레스 아자, 응각 히잡.	dress = 영어 차용	'{romance,wedding,korea,family}'	한국 결혼식 적응 결정	집
l3_d07_t06	3	대화07	A	6	Pinter, biar Ibu nyaman.	좋아, 엄마 편하게.	삔뜨르, 비아르 이부 냐만.	pinter = pintar 구어, nyaman = 편안	'{romance,wedding,korea,family}'		집
l3_d07_t07	3	대화07	B	7	Tapi aku tetap Muslim ya.	그래도 무슬림.	따삐 아꾸 뜨땁 무슬림 야.	tetap = 여전히	'{romance,wedding,korea,family}'	신앙 정체성 유지	집
l3_d07_t08	3	대화07	A	8	Iya, Ibu juga tahu.	응, 엄마도 알아.	이야, 이부 주가 따후.		'{romance,wedding,korea,family}'		집
l3_d07_t09	3	대화07	B	9	Vow di gereja?	서약 교회?	보우 디 그레자?	vow = 영어 차용, gereja = 교회	'{romance,wedding,korea,family}'		집
l3_d07_t10	3	대화07	A	10	Bukan, hotel saja, generic.	호텔, 일반.	부깐, 호뗄 사자, 제네릭.	generic = 영어 차용	'{romance,wedding,korea,family}'	종교 중립 선택	집
l3_d07_t11	3	대화07	B	11	Lega. Aku takut konflik.	안심. 갈등 무서웠어.	르가. 아꾸 따꿋 콘플릭.	lega = 안심, konflik = 갈등	'{romance,wedding,korea,family}'		집
l3_d07_t12	3	대화07	A	12	Sudah aku jelaskan dulu.	이미 설명.	수다 아꾸 즐라스깐 둘루.	jelaskan = 설명하다	'{romance,wedding,korea,family}'	한남 사전 협상	집
l3_d07_t13	3	대화07	B	13	Makasih, oppa.	고마워, 오빠.	마까시, 오빠.	oppa = 오빠 (한국어 차용)	'{romance,wedding,korea,family}'	K-pop 영향 한국어 차용	집
l3_d07_t14	3	대화07	A	14	Hari ini bahagia ya.	오늘 행복하지.	하리 이니 바하기아 야.	bahagia = 행복	'{romance,wedding,korea,family}'		집
l3_d08_t01	3	대화08	B	1	Apartemen kita kecil tapi cozy.	아파트 작지만 cozy.	아빠르뜨먼 끼따 끄찔 따삐 코지.	cozy = 영어 차용	'{romance,settle,korea_life}'	서울 신혼집	한국 정착 첫주
l3_d08_t02	3	대화08	A	2	Hongdae mahal. Tapi dekat metro.	홍대 비싸. 지하철 가까이.	홍대 마할. 따삐 드깟 메트로.		'{romance,settle,korea_life}'		집
l3_d08_t03	3	대화08	B	3	Aku coba beli kopi tadi.	아침 커피 사봤어.	아꾸 쪼바 블리 꼬삐 따디.		'{romance,settle,korea_life}'	Sari 한국어 시도	집
l3_d08_t04	3	대화08	A	4	Gimana?	어땠어?	기마나?		'{romance,settle,korea_life}'		집
l3_d08_t05	3	대화08	B	5	Aku bilang ko-pi ha-na ju-se-yo.	커피 하나 주세요.	아꾸 빌랑 코피 하나 주세요.	한국어 첫 시도 — 음절 분리	'{romance,settle,korea_life}'	학습자 공감 — 한국어 첫 시도	집
l3_d08_t06	3	대화08	A	6	Bener, gitu.	맞아, 그렇게.	브너르, 기뚜.		'{romance,settle,korea_life}'		집
l3_d08_t07	3	대화08	B	7	Tapi kasir nggak ngerti aksen aku.	캐셔 내 발음 못 알아.	따삐 까시르 응각 응으르띠 악센 아꾸.	aksen = 발음	'{romance,settle,korea_life}'	학습자 fail 공감	집
l3_d08_t08	3	대화08	A	8	Coba lagi, jangan malu.	다시, 부끄러워 말고.	쪼바 라기, 장안 말루.	malu = 부끄럽다	'{romance,settle,korea_life}'		집
l3_d08_t09	3	대화08	B	9	Aku tunjuk menu aja.	메뉴 손가락질.	아꾸 뚠죽 메누 아자.	tunjuk = 가리키다	'{romance,settle,korea_life}'	실용 해법	집
l3_d08_t10	3	대화08	A	10	Adaptasi pelan-pelan.	천천히 적응.	아답따시 쁠란 쁠란.	pelan-pelan = reduplication	'{romance,settle,korea_life}'		집
l3_d08_t11	3	대화08	B	11	Ibu tadi WhatsApp, kangen.	엄마 왓츠앱, 그리워.	이부 따디 와츠압, 깡엔.		'{romance,settle,korea_life}'	한국 정착 외로움	집
l3_d08_t12	3	대화08	A	12	Telepon dia hari ini.	오늘 전화.	뗄레폰 디아 하리 이니.		'{romance,settle,korea_life}'		집
l3_d08_t13	3	대화08	B	13	Iya. Aku bersyukur kamu sabar.	응. 인내심 감사.	이야. 아꾸 브르시우꾸르 까무 사바르.	bersyukur = 감사하다 (이슬람 종교 차용)	'{romance,settle,korea_life}'	신뢰	집
l3_d08_t14	3	대화08	A	14	Kita bareng. Itu janji.	함께. 약속.	끼따 바릉. 이뚜 잔지.		'{romance,settle,korea_life}'	부부 약속	집
l3_d09_t01	3	대화09	B	1	Min-jun, hari ini aku interview cafe.	오늘 인터뷰.	민준, 하리 이니 아꾸 인터뷰 까페.	interview = 영어 차용	'{romance,career,korea_life}'	Sari 한국 첫 직장	Cafe Onion 안국 면접
l3_d09_t02	3	대화09	A	2	Cafe mana?	어떤 카페?	까페 마나?		'{romance,career,korea_life}'		집
l3_d09_t03	3	대화09	B	3	Cafe Onion di Anguk.	안국 카페 어니언.	까페 어니언 디 안국.		'{romance,career,korea_life}'	서울 핫플 카페	집
